,R_P_E,Transcript,Filename,Title,Publication,Date,FullDate,Page,Summary,Notes,SourceFormat,X,duplicated
125,E,TRUE,MadisonDailyHerald-10-31-84.txt,Small Boys Emulate Buffalo Bill,Madison Daily Herald,"October 31, 1884",1884-10-31,N/A,A boy had died after being lassoed by other boys while imitating the Buffalo Bill show. ,,P,,FALSE
126,P,TRUE,MadisonDailyHerald-11-1-84.txt,N/A,Madison Daily Herald,"November 1, 1884",1884-11-01,1,N/A,An advertisement announcing the Buffalo Bill Show,A,,FALSE
127,P,TRUE,MadisonDailyHerald-11-4-84.txt,N/A,Madison Daily Herald,"November 4, 1884",1884-11-04,4,Two news items announe the upcoming Buffalo Bill show. ,,P,,FALSE
128,E,TRUE,NewAlbanyLedger-11-5-84.txt,Buffalo Bill,New Albany Ledger,"November 5, 1884",1884-11-05,4,This news item announces that Buffalo Bill will provide a show in Louisville to attract a crowd. ,,P,,FALSE
129,R,TRUE,LawrenceburghRegister-11-6-84.txt,N/A,Lawrenceburgh Register,"November 6, 1884",1884-11-06,3,"The first statement mentions the Buffalo Bill show being carried by a steamer, while the second one mentions the large attendance at the Buffalo Bill show. ",,P,,FALSE
130,E,TRUE,MadisonDailyHerald-11-6-84.txt,N/A,Madison Daily Herald,"November 6, 1884",1884-11-06,4,"After bring stuck at Rising Sun, the Buffalo Bill show was able to go on parade at Madison at the planned time. ",,P,,FALSE
131,E,TRUE,NewAlbanyLedger-11-7-84.txt,Buffalo Bill's Wild West,New Albany Ledger,"November 7, 1884",1884-11-07,4,This paper announces the future showing of the Buffalo Bill at Louisville. ,,P,,FALSE
132,E,TRUE,MadisonDailyHerald-11-18-84.txt,N/A,Madison Daily Herald,"November 18, 1884",1884-11-18,4,Captain McCoy planned to control a ship that transported the Buffalo Bill troupe to New Orleans. ,,P,,FALSE
133,E,TRUE,IndianaStateSentinel-11-26-84.txt,Buffalo Bill's Christmas Package ,Indiana State Sentinel ,"November 26, 1884 ",1884-11-26,5,Advertisement for Buffalo Bill Christmas package gift; toys resembling the Wild West show characters ,,P,,FALSE
134,E,TRUE,ColumbusHerald-12-26-84.txt,N/A,Columbus Herald,"December 26, 1884",1884-12-26,8,This paragraph identifies the names of Buffalo Bill and some other notable people. ,,P,,FALSE
135,P,TRUE,ConnersvilleDailyExaminer-1-7-85.txt,N/A,Connersville Daily Examiner,"January 7, 1885",1885-01-07,N/A,"At Connorsville, Buffalo Bill planned to provide a show with other groups. ",,P,,FALSE
136,E,TRUE,KokomoGazetteTribune-1-13-85.txt,N/A,Kokomo Gazette Tribune,"January 13, 1885",1885-01-13,4,Willard Leach was tried for assaulting a person as part of the crimes that came from lessons from Buffalo Bill.,,P,,FALSE
137,E,TRUE,JeffersonvilleDailyEveningNews-1-20-85.txt,N/A,Jeffersonville Daily Evening News,"January 20, 1885",1885-01-20,1,This news item reports the suing of Buffalo Bill against the owners of their steamer that recently sank. ,,P,,FALSE
138,E,TRUE,JeffersonvilleNationalDemocrat-1-23-85.txt,N/A,Jeffersonville National Democrat,"January 23, 1885",1885-01-23,6,This is the same news item as the one above. ,,P,,FALSE
139,E,TRUE,ConnersvilleDailyExaminer-2-4-85.txt,Letter from New Orleans,Connorsville Daily Examiner,"February 4, 1885",1885-02-04,2,"John L. Hawkins' letter describes a few exhibits and other attractions at an Exposition in New Orleans, where he mentions the Buffalo Bill play. ",This paper inserted the entire letter.,P,,FALSE
140,E,TRUE,LebanonPioneer-2-19-85.txt,N/A,Lebanon Pioneer,"February 19, 1885",1885-02-19,3,"This small paragraph lists the real names of notable people, including Buffalo Bill.",,P,,FALSE
141,P,TRUE,DailyWabashExpress-3-25-85.txt,,Daily Wabash Express ,"March 25, 1885",1885-03-25,4,Short note about Buffalo Bill coming to town ,,P,,FALSE
142,P,TRUE,SaturdayEveningMail-3-28-85.txt,,Saturday Evening Mail ,"March 28, 1885",1885-03-28,5,Short note about Buffalo Bill coming to town ,,P,,FALSE
143,P,TRUE,SaturdayEveningMail-4-11-85.txt,,Saturday Evening Mail ,"April 11, 1885",1885-04-11,1,Buffalo Bill's show is set to perform at the baseball park instead of the fairgrounds this year ,,P,,FALSE
144,P,TRUE,LogansportChronicle-4-18-85.txt,N/A,Logansport Chronicle,"April 18, 1885",1885-04-18,8,"Buffalo Bill heads to Logansport for a performance on May 22, 1885. ",,P,,FALSE
145,E,TRUE,LogansportPharosTribune-4-20-85.txt,N/A,Logansport Pharos Tribune,"April 20, 1885",1885-04-20,3,Carter Conturier came to Logansport to arrange the Buffalo Bill show. ,,P,,FALSE
146,P,TRUE,IndianapolisEveningMinute-4-23-85.txt,N/A,Indianapolis Evening Minute,"April 23, 1885",1885-04-23,1,"Buffalo Bill was coming to perform two times during the week, and this article announces it to attract audiences. ",,P,,FALSE
147,P,TRUE,ColumbusHerald-4-24-85 page 4.txt,Boston's Complaint to the Prairie Chief,Columbus Herald,"April 24, 1885",1885-04-24,4,The Boston Commercial Bulletin praised the Buffalo Bill show for its quality. ,An inserted article from the bulletin.,P,,FALSE
148,P,TRUE,ColumbusHerald-4-24-85 page 5.txt,Buffalo Bill and His Great Wild West Company,Columbus Herald,"April 24, 1885",1885-04-24,5,"This article announces the coming of the Buffalo Bill show in Columbis,IN on April 27th, with an excerpt from the Elmira Gazette praising a previous performance.",,P,,FALSE
149,P,TRUE,IndianapolisSentinel-4-25-85-page-5.txt,N/A,Indianapolis Sentinel,"April 25, 1885",1885-04-25,5,"An advertisement announces the Buffalo Bill show, which lists the days and admissions of it. ",This is an advertisement that contains a graphic of Buffalo Bill.,A,,FALSE
150,P,TRUE,IndianapolisSentinel-4-26-85 page 7.txt,N/A,Indianapolis Sentinel,"April 26, 1885",1885-04-26,7,N/A,An advertisement of the Buffalo Bill show that contains a detailed graphic.,A,,FALSE
151,P,TRUE,IndianapolisSentinel-4-26-85 page 8.txt,"Buffalo Bill's ""Wild West""",Indianapolis Sentinel,"April 26, 1885",1885-04-26,8,This article describes the upcoming Buffalo Bill show in Indianapolis.,,P,,FALSE
152,P,TRUE,LogansportPharosTribune-4-28-85.txt,N/A,Logansport Pharos Tribune,"April 28, 1885",1885-04-28,4,The Buffalo Bill show and the Doris circus will both be held in Logansport in different days and weeks. ,,P,,FALSE
153,P,TRUE,KokomoGazetteTribune-4-28-85-page 4.txt,Buffalo Bill,Kokomo Gazette Tribune,"April 28, 1885",1885-04-28,4,"This article announces the upcoming Buffalo Bill show in Kokomo, with a positive review from Mark Twain about a previous performance in 1884. ",This article contains an inserted letter of Mark Twain with the announcement. ,P,,FALSE
154,P,TRUE,KokomoGazetteTribune-4-28-85-page 8.txt,N/A,Kokomo Gazette Tribune,"April 28, 1885",1885-04-28,8,N/A,This is an advertisement of the Buffalo Bill show that contains detailed graphics,A,,FALSE
155,P,TRUE,IndianapolisSentinel-4-28-85.txt,Buffalo Bill,Indianapolis Sentinel,"April 28, 1885",1885-04-28,4,"This article describes the upcoming Buffalo Bill performance in Kokomo, including its participants and exact events and times. ",,P,,FALSE
156,P,TRUE,IndianapolisEveningMinute-4-28-85.txt,N/A,Indianapolis Evening Minute,"April 28, 1885",1885-04-28,2,"The Buffalo Bill show, which features western life, will be held in Indianapolis on Tuesday and Wednesday afternoons.",,P,,FALSE
157,R,TRUE,IndianapolisSentinel-4-29-85.txt,Buffalo Bill,Indianapolis Sentinel,"April 29, 1885",1885-04-29,5,"This article describes the yesterday show of Buffalo Bill that featured notable shootings, ridings, and other actions used to entertain an audience.",The newspaper also contains an advertisement that featured a graphic of Buffalo Bill.,A,,FALSE
159,P,TRUE,LogansportPharosTribune-4-29-85.txt,N/A,Logansport Pharos Tribune,"April 29, 1885",1885-04-29,3,Buffalo Bill will perform a two-hour show in Logansport on Saturday at the fairgrounds.,,P,,FALSE
160,R,TRUE,LogansportJournal-4-29-85.txt,N/A,Logansport Journal,"April 29, 1885",1885-04-29,4,Gentlemen gave positive review about the show. ,,P,,FALSE
161,P,TRUE,IndianapolisSentinel-4-29-85.txt,Buffalo Bill,Indianapolis Sentinel,"April 29, 1885",1885-04-29,5,Article describes in detail the features of the Wild West show from the previous day to explain why it is so successful ,,P,,TRUE
163,P,TRUE,LogansportChronicle-4-30-85.txt,At the Fair Grounds Saturday Afternoon,Logansport Journal,"April 30, 1885",1885-04-30,4,This article announces the Buffalo Bill show on Saturday while citing a description of that of the previous Tuesday. ,,P,,FALSE
164,P,TRUE,FortWayneSentinel-4-30-85.txt,N/A,Fort Wayne Sentinel,"April 30, 1885",1885-04-30,3,The upcoming wild west show will be presented in Fort Wayne in May. ,,P,,FALSE
165,R,TRUE,Critic-5-3-85.txt,Buffalo Bill,Critic,"May 3, 1885",1885-05-03,5,"This article describes Buffalo Bill's performance at the fairgrounds, which will go on again in the afternoon. ",,P,,FALSE
166,P,TRUE,Critic-5-3-85-page 8.txt,N/A,Critic,"May 3, 1885",1885-05-03,8,Buffalo Bill will perform at the Fairgrounds. ,,P,,FALSE
167,R,TRUE,LogansportPharosTribune-5-4-85.txt,N/A,Logansport Pharos Tribune,"May 4, 1885",1885-05-04,3,Buffalo Bill left Logansport to perform his show at Lafayette. ,,P,,FALSE
168,R,TRUE,LogansportJournal-5-4-85.txt,N/A,Logansport Journal,"May 4, 1885",1885-05-04,3,A Buffalo Bill show was canceled in the afternoon due to rain. ,,P,,FALSE
169,E,TRUE,ColumbusHerald-5-7-85.txt,N/A,Columbus Herald,"May 7, 1885",1885-05-07,4,Frand Schwarzkopf tried to imitate Buffalo Bill's shooting of glass balls. ,,P,,FALSE
170,E,TRUE,FortWayneSentinel-5-8-85.txt,N/A,Fort Wayne Sentinel,"May 8, 1885",1885-05-08,3,Buffalo Bill chose to go to smaller towns instead of Fort Wayne. ,,P,,FALSE
171,P,TRUE,FortWayneWorld-5-16-85.txt,N/A,Fort Wayne World,"May 16, 1885",1885-05-16,8,This is a prediction of the Buffalo Bill show on June 1-2 at Fort Wayne.,,P,,FALSE
172,E,TRUE,IndianapolisSentinel-5-17-85.txt,N?A,Indianapolis Sentinel,"May 17, 1885",1885-05-17,2,"Short note about Buffalo Bill's large audience and how the show pays ""better to hunt buffalo on some vacant lot  in a city than on the far off plain""",,P,,FALSE
173,E,TRUE,FortWayneSentinel-5-19-85.txt,N/A,Fort Wayne Sentinel,"May 19, 1885",1885-05-19,3,The Buffalo Bill would lead to travels to the West. ,,P,,FALSE
174,P,TRUE,DailyWabashExpress-5-21-85.txt,Buffalo Bill Prevents a Panic,Daily Wabash Express ,"May 21, 1885 ",1885-05-21,3,Buffalo Bill is noted to have saved a whole audience from danger when he remained calm and resumed the show while some boys were causing a ruckus on top of the building,,P,,TRUE
175,E,TRUE,SaturdayEveningMail-5-23-85.txt,,Saturday Evening Mail ,"May 23, 1885 ",1885-05-23,1,Buffalo Bill is noted to have outdone Bob ingersoll with his attraction in Chicago ,,P,,FALSE
176,E,TRUE,Critic-5-24-85.txt,N/A,Critic,"May 24, 1885",1885-05-24,1,This item mentions people doing Buffalo Bill's difficult role and some being credited. ,,P,,FALSE
177,E,TRUE,FortWayneGazette-5-29-85.txt,N/A,Fort Wayne Gazette,"May 29, 1885",1885-05-29,6,Buffalo Bill performs at Chicago in front of a large number of people. ,,P,,FALSE
178,R,TRUE,FortWayneDailyGazette-5-29-85.txt,Buffalo Bill To-morrow,Fort Wayne Daily Gazette,"May 29, 1885",1885-05-29,4,This article announces and describes the upcoming Buffalo Bill show at Fort Wayne. ,,P,,FALSE
179,E,TRUE,LogansportChronicle-5-30-85.txt,N/A,Logansport Chronicle,"May 30, 1885",1885-05-30,8,"The two sentences mention a person joining the Buffalo Bill troupe, while the group earned $20,000. ",,P,,FALSE
180,E,TRUE,LogansportPharosTribune-5-30-85.txt,N/A,Logansport Pharos Tribune,"May 30, 1885",1885-05-30,3,The Buffalo Bill group went to a hotel at Logansport. ,,P,,FALSE
181,P,TRUE,FortWayneWorld-5-30-85-page-1.txt,N/A,Fort Wayne World ,"May 30, 1885",1885-05-30,1,The Buffalo Bill show will perform at the fairgrounds at Fort Wayne as the best company. ,,P,,FALSE
182,P,TRUE,FortWayneWorld-5-30-85-.txt,N/A,Fort Wayne World,"May 30, 1885",1885-05-30,N/A,"With the announcement of the Buffalo Bill at Fort Wayne, the article describes a previous show at Island Park. ",,P,,FALSE
183,R,TRUE,FortWayneSentinel-6-1-85.txt,Buffalo Bill's Great Show,Fort Wayne Sentinel,"June 1, 1885",1885-06-01,4,This article treats the Buffalo Bill show as great because of its performance.,,P,,FALSE
184,R,TRUE,FortWayneWorld-6-6-85.txt,N/A,Fort Wayne World,"June 6, 1885",1885-06-06,5,The Buffalo Bill show attracted an audience of people.,,P,,FALSE
185,E,TRUE,FortWayneSundayGazette-6-7-85.txt,N/A,Fort Wayne Sunday Gazette,"June 7, 1885",1885-06-07,4,The Buffalo Bill show would compete against McCafferty's Wild West show at Delving Park. ,This is an inserted quote from the Elmira dispatch. ,P,,FALSE
186,E,TRUE,ColumbusHerald-6-12-85.txt,Kansas Letter,Columbus Herald,"June 12, 1885",1885-06-12,4,"W.J. Newton describes his life at Wichita, Ks, where he mentions the original Buffalo Bill. ",This paper inserted a letter from Kansas.,P,,FALSE
187,P,TRUE,DailyWabashExpress-6-13-85.txt,Sitting Bull and Other Famous Sioux Joining Buffalo Bill's Show,Daily Wabash Express ,"June 13, 1885",1885-06-13,2,Article discusses specific Sioux Indians that will be joining Buffalo Bill's show,,P,,TRUE
188,E,TRUE,LogansportPharosTribune-6-25-85.txt,N/A,Logansport Pharos Tribune,"June 25, 1885",1885-06-25,4,Captain A.H. Bogardus created a similar performance with a shotgun as the Buffalo Bill show. ,,P,,FALSE
189,E,TRUE,DailyWabashExpress-6-28-85.txt,Sitting Bull Displeased,Daily Wabash Express ,"June 28, 1885 ",1885-06-28,4,Article notes Sitting Bull's displeasure with President Cleveland upon their meeting ,,P,,FALSE
190,E,TRUE,NewportHoosierState-7-1-85.txt,N/A,Newport Hoosier State,"July 1, 1885",1885-07-01,4,"Some people were blinding themselves by running things to their eyes, including a boy who played ""Buffalo Bill.""",,P,,FALSE
191,E,TRUE,MadisonHerald-7-6-85.txt,Carver and Cody,Madison Herald,"July 6, 1885",1885-07-06,2,"Dr. Carver remained in Williamantic, Connecticut for libel.",,P,,FALSE
192,E,TRUE,DailyWabashExpress-7-7-85.txt,Carver Stranded in Connecticut ,Daily Wabash Express ,"July 7, 1885",1885-07-07,1,Dr. Carver will be holding a Wild West show; it is noted that he was with Buffalo Bill the previous year ,,P,,FALSE
193,E,TRUE,RushvilleRepublican-7-9-85.txt,A Busted Wild West,Rushville Republican,"July 9, 1885",1885-07-09,7,Dr. Carver's Wild West group disbanded because of his arrest for libel. ,,P,,FALSE
194,R,TRUE,IndianapolisEveningMinute-7-9-85.txt,A Sioux Ox-Roast,Indianapolis Evening Minute,"July 9, 1885",1885-07-09,2,This article describes a rib roast held at Sitting Bull's tent. ,,P,,FALSE
195,E,TRUE,TerreHauteWeeklyGazette-7-9-85.txt,,Terre Haute Weekly Gazette ,"July 9, 1885",1885-07-09,4,"""Buffalo Bill has had Dr. Carver arrested on the charge of libel""",,P,,FALSE
196,E,TRUE,HagerstownExponent-7-15-85.txt,Buffalo Bill's Fortune,Hagerstown Exponent ,"July 15, 1885",1885-07-15,2,"Buffalo Bill had a large ranch at North Platte, and participated in politics while living there. He plans to perform in Europe. ",,P,,FALSE
197,E,TRUE,IndianaStateSentinel-7-15-85.txt,What He Lost ,Indiana State Sentinel ,"July 15, 1885",1885-07-15,8,"""The President's snub to Sitting Bull will scarcely lead to an Indian war, but it may deprive him of free tickets to Buffalo Bill's show""",,P,,FALSE
198,E,TRUE,BrazilRegiser-7-16-85.txt,New York Letter,Brazil Register,"July 16, 1885",1885-07-16,3,"A correspondent talked to Colonel Judson about his life and show, and included Judson's discussion of the Buffalo Bill show.",,P,,FALSE
199,E,TRUE,RochesterRepublican-7-23-85.txt,Sitting Bull Displeased,Rochester Republican,"July 23, 1885",1885-07-23,2,Sitting Bull was disappointed because he could not speak to President Cleveland.,,P,,FALSE
200,E,TRUE,JeffersonvilleNationalDemocrat-7-24-85.txt,Ingersoll and Cody,Jeffersonville National Democrat,"July 24, 1885",1885-07-24,3,"Bob Ingersoll and Buffalo Bill went to Adam's house, where Cody thinks that war should be avoided. ",,P,,FALSE
201,E,TRUE,DailyWabashExpress-7-24-85.txt,Death of the Last of His Line ,Daily Wabash Express ,"July 24, 1885 ",1885-07-24,3,A Pawnee Indian attached to Buffalo Bill's show died,,P,,FALSE
202,E,TRUE,DailyWabashExpress-7-28-85.txt,Another Salisbury Gets Distinction ,Daily Wabash Express ,"July 28, 1885 ",1885-07-28,4,Nate Salisbury is named chief of an Indian tribe- noted as the first white man to be made chief of this tribe ,,P,,FALSE
203,E,TRUE,FortWayneWorld-8-1-85.txt,N/A,Fort Wayne World,"August 1, 1885",1885-08-01,6,Buffalo Bill said that he will perform in Europe and had a large ranch in Nebraska. ,,P,,FALSE
204,E,TRUE,ElkhartWeeklyReview-8-7-85.txt,N/A,Elkhart Weekly Review,"August 7, 1885",1885-08-07,3,The Buffalo Bill hats were affected by the weather. ,,P,,FALSE
205,E,TRUE,FortWayneDailyGazette-8-19-85.txt,N/A,Fort Wayne Daily Gazette,"August 19, 1885",1885-08-19,2,The age of Buffalo Bill is 43 years old. ,,P,,FALSE
206,E,TRUE,ConnersvilleTimes-9-2-85.txt,N/A,Connersville Times,"September 2, 1885",1885-09-02,8,A high jumper was said to with the Buffalo Bill company. ,,P,,FALSE
207,P,TRUE,GreencastleBanner-9-24-85.txt,,Greencastle Banner,"September 24, 1885 ",1885-09-24,1,Article notes improvements and highlights various features of the Buffalo Bill Wild West show,,P,,FALSE
208,P,TRUE,GreensburgStandard-9-25-85.txt,N/A,Greensburg Standard,"September 25, 1885",1885-09-25,4,More Indians joined the Buffalo Bill combination before the September 30 performance in Indianapolis. ,,P,,FALSE
209,P,TRUE,FranklinDailyHerald-9-25-85.txt,,Franklin Daily Herald,"September 25, 1885 ",1885-09-25,2,"Article notes improvements and highlights various features, in detail, of the Buffalo Bill Wild West show",,P,,FALSE
210,P,TRUE,IndianapolisNews-9-25-85.txt,Buffalo Bill ,Indianapolis News,"September 25, 1885 ",1885-09-25,4,Advertisement highlighting features of Buffalo Bill's Wild West Show,,P,,FALSE
211,P,TRUE,IndianapolisNews-9-26-85.txt,,Indianapolis News,"September 26, 1885",1885-09-26,3,Advertisement ,Contains graphic of  Buffalo Bill,P,,FALSE
212,P,TRUE,IndianapolisEveningMinute-9-28-85.txt,N/A,Indianapolis Evening Minute,"September 28, 1885",1885-09-28,4,Buffalo Bill will perform his show at Indianapolis on Wednesday and Thursday. ,Includes a quote about a previous show from Omaha Bee. ,P,,FALSE
213,E,TRUE,MadisonHerald-9-28-85.txt,N/A,Madison Herald,"September 28, 1885",1885-09-28,4,"""Happy Charles"" Andrews planned on seeing the Buffalo Bill show at Indianapolis and persuade it to perform at Madison. ",,P,,FALSE
214,P,TRUE,IndianapolisEveningMinute-9-29-85.txt,N/A,Indianapolis Evening Minute,"September 29, 1885",1885-09-29,3,The advertisement announces the upcoming Buffalo Bill show in Indianapolis.,"This is an advertisement without a graphic, ",A,,FALSE
215,P,TRUE,IndianapolisNews-9-30-85.txt,Buffalo Bill,Indianapolis News ,"September 30, 1885",1885-09-30,3,"Announcement for the Buffalo Bill show in Indianapolis, containing Buffalo Bill, cowboys, and Indians.",Advertisement with graphic,A,,FALSE
216,P,TRUE,IndianapolisEveningMinute-9-30-85.txt,N/A,Indianapolis Evening Minute,"September 30, 1885",1885-09-30,4,A short sentence encourages visitors to see the Buffalo Bill show. ,,A,,FALSE
217,P,TRUE,ShelbyvilleDailyEveningDemocrat-9-30-85.txt,N/A,Shelbyville Daily Evening Democrat,"September 30, 1885",1885-09-30,4,Buffalo Bill performs in Indianapolis for two days. ,,P,,FALSE
218,P,TRUE,GreensburgNewEra-9-30-85.txt,N/A,Greensburg New Era,"September 30, 1885",1885-09-30,3,"This future exhibition of Buffalo Bill includes an improved performance, including latest Indians. It will feature cowboys, Annie Oakley, and music from a cowboy band. ",,P,,FALSE
219,P,TRUE,ConnersvilleDailyExaminer-9-30-85.txt,N/A,Connersville Daily Examiner,"September 30, 1885",1885-09-30,4,"This announcement describes the Buffalo Bill show in much detail, mentioning and explaining its features. ",,P,,FALSE
220,P,TRUE,BloomingtonProgress-9-30-85.txt,,Bloomington Progress ,"September 30, 1885 ",1885-09-30,2,Advertisement highlighting features of Buffalo Bill's Wild West Show,,P,,FALSE
221,E,TRUE,FranklinDailyHerald-10-2-85.txt,N/A,Franklin Daily Herald,"October 2, 1885",1885-10-02,8,"Green Watson came by train to the Buffalo Bill show in Indianapolis, where Buffalo Bill and Sitting Bull should not attack each other. ",,P,,FALSE
222,E,TRUE,IndianapolisEveningMinute-10-2-85.txt,A Boy's Back Broken,Indianapolis Evening Minute,"October 2, 1885",1885-10-02,4,"Willie Robinson broke a limb while watching a Buffalo Bill show from a tree, which injured him. ",,P,,FALSE
223,E,TRUE,IndianapolisNews-10-2-85 page 3.txt,A Dishonest Agent ,Indianapolis News,"October 2, 1885",1885-10-02,3,One of Buffalo Bill's agents is guilty of robbing Buffalo Bill all season through advertising and collecting money,,P,,FALSE
224,E,TRUE,DailyWabashExpress-10-3-85.txt,Fast Trip of Buffalo Bill's Party to St. Louis,Daily Wabash Express ,"October 3, 1885 ",1885-10-03,3,Article notes the quick speed of Buffalo Bill and his party of twenty freight cars from Indianapolis to St. Louis ,,P,,FALSE
225,E,TRUE,ShelbyvilleDailyEveningDemocrat-10-7-85.txt,N/A,Shelbyville Daily Evening Democrat,"October 7, 1885",1885-10-07,N/A,Jack Hews and Clay Freeman fought each other during a Buffalo Bill show. This article briefly describes this fight. ,,P,,FALSE
226,E,TRUE,IndianapolisEveningMinute-10-16-85.txt,"A Juvenile ""Buffalo Bill"" Killed",Indianapolis Evening Minute,"October 16, 1885",1885-10-16,2,Lemuel Collins was shot by Wm. Sullivan. This article briefly mentions the shooting. ,,P,,FALSE
227,E,TRUE,SullivanDemocrat-10-23-85.txt,Western Style,Sullivan Democrat,"October 23, 1885",1885-10-23,3,"Two teenage boys fought each other after reading dime novels. William Sullivan was arrested for shooting Lemuel Collins, who called himself ""Buffalo Bill."" This article mentions this incident in a bit more detail. ",,P,,FALSE
228,E,TRUE,IndianapolisNews-10-26-85.txt,,Indianapolis News,"October 26, 1885",1885-10-26,2,"Buffalo Bill is noted to have ended his season with $80,000  in pocket",,P,,FALSE
229,E,TRUE,MadisonHerald-10-27-85.txt,N/A,Madison Herald,"October 27, 1885",1885-10-27,4,This item mentions the amount of money Buffalo Bill earned for his season. ,,P,,FALSE
230,E,TRUE,SullivanTimes-11-7-85.txt,The Cream of all Books of Adventure,Sullivan Times,"November 7, 1885",1885-11-07,N/A,This item advertises the want for agents for the adventures of western heroes. It lists those involved. ,Advertisement without graphic.,P,,FALSE
231,E,TRUE,BloomingtonPress-12-2-85.txt,,Bloomington Press,"December 2, 1885",1885-12-02,3,A gun club will soon send a challenge to Buffalo Bill after they practice their shooting ,,P,,FALSE
232,E,TRUE,RockportWeeklyDemocrat-1-2-86.txt,Otto Reinhard and How He was Killed,Rockport Weekly Democrat,"January 2, 1886",1886-01-02,3,A part of this article described the killing of Cadet Richard O. Reinhard by Patrick Gavagin when imitating the Buffalo Bill show. It describes the incident in detail. ,,P,,FALSE
233,P,TRUE,DailyWabashExpress-1-6-86.txt,,Daily Wabash Express ,"January 6, 1886",1886-01-06,4,"""The Buffalo Bill combination wants to date at the fair grounds for some time in May.""",,P,,FALSE
234,E,TRUE,IndianapolisNews-1-27-86.txt,,Indianapolis News,"January 27, 1886",1886-01-27,4,"""The Buffalo Bill combination wants to date at the fair grounds for some time in May.""",,P,,FALSE
235,E,TRUE,DailyWabashExpress-1-31-86.txt,,Daily Wabash Express ,"January 31, 1886",1886-01-31,2,Buffalo Bill is settled to visit England in 1886 ,,P,,FALSE
236,P,TRUE,FortWayneDailyGazette-2-17-86.txt,N/A,Fort Wayne Daily Gazette,"February 17, 1886",1886-02-17,8,Buffalo Bill created a drama at the Academy at Fort Wayne. ,,P,,FALSE
237,E,TRUE,IndianapolisMonroesIronCladAge-2-20-86.txt,The Two Sams,Indianapolis Monroes Iron Clad Age,"February 20, 1886",1886-02-20,4,"This article describes the Two Sams, mentioning the name ""Buffalo Bills"" briefly. ",,P,,FALSE
238,E,TRUE,RochesterDailyRepublican-3-2-86.txt,Pretty Pictures,Rochester Daily Republican,"March 2, 1886",1886-03-02,3,This article mentions an oil painting of Buffalo Bill. ,,P,,FALSE
239,E,TRUE,DailyWabashExpress-3-14-86.txt,,Daily Wabash Express ,"March 14, 1886",1886-03-14,5,Buffalo Bill is noted to likely locate on Staten Island for the spring and summer season,,P,,FALSE
240,E,TRUE,LogansportPharosTribune-3-16-86.txt,N/A,Logansport Pharos Tribune,"March 16, 1886",1886-03-16,4,This sentence mentions the future Buffalo Bill show in New York. ,,P,,FALSE
241,E,TRUE,NewAlbanyPublicPress-3-17-86.txt,N/A,New Albany Public Press,"March 17, 1886",1886-03-17,6,Nate Salsbury describes his plan for his show. He mentions the future and trends of the Buffalo Bill show. ,,P,,FALSE
242,P,TRUE,DailyWabashExpress-5-12-86.txt,Plenty of Fun ,Daily Wabash Express ,"May 12, 1886",1886-05-12,4,Article notes various features of the Buffalo Bill show that will be coming,,P,,FALSE
243,P,TRUE,TerreHauteWeeklyGazette-5-13-86-page-8.txt,,Terre Haute Weekly Gazette ,"May 13, 1886",1886-05-13,8,Half Page Advertisement ,,,,FALSE
244,P,TRUE,TerreHauteWeeklyGazette-5-13-86-page-4.txt,The Wild West Show,Terre Haute Weekly Gazette ,"May 13, 1886 ",1886-05-13,4,Article notes parade as most notable feature of Wild West show; BB agent is quoted regarding the ignorance of people about the exhibition,,,,FALSE
245,E,TRUE,DailyWabashExpress-5-13-86.txt,The Wild West ,Daily Wabash Express ,"May 13, 1886",1886-05-13,4,"Wild West show is noted to be  so large that it cannot be shown under a tent or roof, but it needs at least a half mile of track; other features of the show are described ",,P,,FALSE
246,P,TRUE,DailyWabashExpress-5-14-86.txt,Buffalo Bill's Wild West,Daily Wabash Express ,"May 14, 1886",1886-05-14,4,Article describes in detail the features of the Wild West show; focus on diversity of show ,,P,,FALSE
247,E,TRUE,DailyWabashExpress-5-15-86.txt,The Wild West ,Daily Wabash Express ,"May 15, 1886",1886-05-15,1,Quote from the St. Louis Republican explains to readers the reasons why the Wild West show is superior to all other shows,,P,,FALSE
248,P,TRUE,DailyWabashExpress-5-15-86-page-4.txt,,Daily Wabash Express ,"May 15, 1886",1886-05-15,4,Short note about train times to Wild West show,,P,,FALSE
249,P,TRUE,DailyWabashExpress-5-16-86.txt,,Daily Wabash Express ,"May 16, 1886",1886-05-16,8,Short note advertising Wild West street parade,,P,,FALSE
250,R,TRUE,DailyWabashExpress-5-18-86-page-4.txt,Buffalo Bill's Wild West,Daily Wabash Express ,"May 18, 1886",1886-05-18,4,"Article gives a detailed recap of the Wild West show from the previous day, advertising for today's show  ",Contains graphic of  Buffalo Bill,P,,FALSE
251,R,TRUE,DailyWabashExpress-5-18-86-page-2.txt,,Daily Wabash Express ,"May 18, 1886",1886-05-18,2,Short note criticizing the Indians of the Buffalo Bill show,,A,,FALSE
252,E,TRUE,DailyWabashExpress-5-21-86.txt,Police Perversion ,Daily Wabash Express ,"May 21, 1886 ",1886-05-21,1,Article notes that Buffalo Bill's show being in town required extra police duty,,P,,FALSE
253,E,TRUE,DailyWabashExpress-5-23-86.txt,,Daily Wabash Express,"May 23, 1886 ",1886-05-23,1,"""If it was threatened to discharge a policeman for giving the Express information about the Buffalo Bill business.""",,P,,FALSE
